hhid,HV002,HV005,HV009,HV014,HV021,HV022,HV023,HV206,HV237,HV237B,HML1,SH125A,HH_edu,HH_res,SES
      209136,136,1311981,1,0,209,2,2,0,0,0,0,0,Primary,Rural,Middle
      209144,144,1311981,2,0,209,2,2,0,1,0,0,0,Primary,Rural,Middle
      209164,164,1311981,4,2,209,2,2,0,0,0,0,0,Primary,Rural,Middle
      209174,174,1311981,4,0,209,2,2,0,1,0,0,0,Higher_than,Rural,Fourth
      209176,176,1311981,4,3,209,2,2,0,0,0,0,0,Primary,Rural,Middle
      209181,181,1311981,3,0,209,2,2,0,1,0,0,0,Secondary,Rural,Middle
      209186,186,1311981,2,0,209,2,2,0,1,1,0,0,Primary,Rural,Fourth
      210 16,16,1185188,5,2,210,6,4,0,0,0,1,0,No_education,Rural,Second
      210 24,24,1185188,4,0,210,6,4,0,1,0,1,0,Primary,Rural,Middle
      210 28,28,1185188,1,0,210,6,4,0,0,0,1,0,No_education,Rural,Fourth
      210 34,34,1185188,1,0,210,6,4,0,0,0,0,0,Primary,Rural,Fourth
      210 38,38,1185188,4,0,210,6,4,0,0,0,1,0,Primary,Rural,Middle
      210 40,40,1185188,3,0,210,6,4,0,1,0,3,0,Primary,Rural,Second
      210 51,51,1185188,3,1,210,6,4,0,1,1,1,0,Secondary,Rural,Middle
      210 54,54,1185188,5,0,210,6,4,0,0,0,3,0,Primary,Rural,Middle
      210 76,76,1185188,6,0,210,6,4,0,0,0,2,0,No_education,Rural,Second
      210 79,79,1185188,5,2,210,6,4,0,0,0,2,0,Primary,Rural,Fourth
      210 88,88,1185188,3,1,210,6,4,0,0,0,2,0,No_education,Rural,Second
      210 92,92,1185188,3,0,210,6,4,0,1,0,0,0,Primary,Rural,Middle
      210 97,97,1185188,5,0,210,6,4,0,0,0,5,0,Higher_than,Rural,Fourth
      210105,105,1185188,3,1,210,6,4,0,0,0,2,0,Secondary,Rural,Fourth
      210106,106,1185188,1,0,210,6,4,1,0,0,2,0,Higher_than,Rural,Highes
      210135,135,1185188,1,0,210,6,4,0,0,0,0,0,No_education,Rural,Second
      210149,149,1185188,3,0,210,6,4,0,1,0,1,0,Primary,Rural,Middle
      210156,156,1185188,2,0,210,6,4,0,1,0,2,0,Primary,Rural,Middle
      210160,160,1185188,1,0,210,6,4,0,0,0,0,0,No_education,Rural,Second
      210169,169,1185188,2,0,210,6,4,0,1,1,1,0,Primary,Rural,Middle
      210177,177,1185188,3,0,210,6,4,0,1,0,3,0,No_education,Rural,Second
      210189,189,1185188,2,0,210,6,4,0,1,0,3,0,Secondary,Rural,Fourth
      210194,194,1185188,5,3,210,6,4,0,0,0,2,0,Primary,Rural,Second
      210202,202,1185188,4,2,210,6,4,0,1,0,3,0,Primary,Rural,Middle
      211 10,10,529419,2,0,211,3,3,1,0,0,0,0,Primary,Urban,Highes
      211 17,17,529419,4,0,211,3,3,1,0,0,0,0,Secondary,Urban,Highes
      211 24,24,529419,1,0,211,3,3,1,0,0,1,0,No_education,Urban,Highes
      211 28,28,529419,1,0,211,3,3,0,0,0,1,0,Secondary,Urban,Highes
      211 36,36,529419,3,0,211,3,3,1,0,0,1,0,Primary,Urban,Highes
      211 38,38,529419,5,1,211,3,3,1,1,1,0,0,No_education,Urban,Highes
      211 42,42,529419,5,2,211,3,3,1,1,1,2,0,Primary,Urban,Highes
      211 50,50,529419,7,1,211,3,3,1,0,0,3,0,Higher_than,Urban,Highes
      211 52,52,529419,5,1,211,3,3,1,1,1,1,0,Primary,Urban,Highes
      211 74,74,529419,4,0,211,3,3,1,0,0,0,0,Higher_than,Urban,Highes
      211 81,81,529419,2,0,211,3,3,1,0,0,0,0,Primary,Urban,Highes
      211113,113,529419,5,0,211,3,3,1,0,0,2,0,No_education,Urban,Fourth
      211128,128,529419,3,1,211,3,3,1,0,0,0,0,Primary,Urban,Highes
      211129,129,529419,3,0,211,3,3,1,1,0,3,0,Secondary,Urban,Highes
      211154,154,529419,2,0,211,3,3,0,0,0,0,0,No_education,Urban,Highes
      211155,155,529419,4,0,211,3,3,1,0,0,2,0,Primary,Urban,Highes
      211168,168,529419,3,1,211,3,3,1,0,0,0,0,No_education,Urban,Highes
      211174,174,529419,1,0,211,3,3,1,1,1,1,0,Secondary,Urban,Highes
      211176,176,529419,6,0,211,3,3,1,1,1,3,0,Secondary,Urban,Highes
      211181,181,529419,4,1,211,3,3,1,1,1,1,0,Secondary,Urban,Highes
      211184,184,529419,5,1,211,3,3,1,1,1,0,0,No_education,Urban,Highes
      211195,195,529419,4,0,211,3,3,1,0,0,1,0,Primary,Urban,Highes
      212 12,12,925532,9,1,212,6,4,0,0,0,0,0,Primary,Rural,Middle
      212 20,20,925532,2,0,212,6,4,0,1,0,1,0,Primary,Rural,Fourth
      212 39,39,925532,4,1,212,6,4,0,0,0,0,0,Primary,Rural,Fourth
      212 73,73,925532,2,0,212,6,4,0,1,1,1,0,Primary,Rural,Middle
      212 74,74,925532,6,0,212,6,4,0,0,0,1,0,Secondary,Rural,Middle
      212 97,97,925532,6,0,212,6,4,0,1,0,2,0,Primary,Rural,Middle
      212 99,99,925532,6,2,212,6,4,0,0,0,2,0,Secondary,Rural,Middle
      212100,100,925532,2,0,212,6,4,0,1,0,2,0,Primary,Rural,Middle
      212108,108,925532,5,0,212,6,4,0,0,0,0,0,Primary,Rural,Fourth
      212119,119,925532,6,0,212,6,4,0,1,0,6,0,Secondary,Rural,Middle
      212125,125,925532,4,0,212,6,4,0,0,0,2,0,Primary,Rural,Fourth
      212134,134,925532,6,1,212,6,4,0,1,0,2,0,Secondary,Rural,Middle
      212138,138,925532,3,0,212,6,4,0,1,0,1,0,Secondary,Rural,Second
      212154,154,925532,1,0,212,6,4,0,0,0,1,0,No_education,Rural,Fourth
      212169,169,925532,8,2,212,6,4,0,0,0,4,0,Secondary,Rural,Middle
      212184,184,925532,5,1,212,6,4,0,0,0,1,0,Primary,Rural,Middle
      212188,188,925532,3,0,212,6,4,0,0,0,0,0,No_education,Rural,Second
      212190,190,925532,7,0,212,6,4,0,0,0,0,0,Primary,Rural,Middle
      212196,196,925532,2,0,212,6,4,0,0,0,4,0,Higher_than,Rural,Fourth
      212201,201,925532,1,0,212,6,4,0,0,0,1,0,Primary,Rural,Second
      213  3,3,421334,8,1,213,8,8,0,0,0,2,0,Primary,Rural,Second
      213 12,12,421334,3,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213 25,25,421334,2,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213 27,27,421334,6,2,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213 58,58,421334,2,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213 72,72,421334,8,0,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213 73,73,421334,9,2,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213 80,80,421334,4,1,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213 89,89,421334,5,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213 91,91,421334,3,1,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213 99,99,421334,8,0,213,8,8,0,0,0,0,0,No_education,Rural,Lowest
      213116,116,421334,4,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213131,131,421334,5,2,213,8,8,0,0,0,3,0,Secondary,Rural,Lowest
      213132,132,421334,4,0,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213133,133,421334,7,1,213,8,8,0,0,0,0,0,No_education,Rural,Lowest
      213144,144,421334,6,1,213,8,8,0,0,0,0,0,No_education,Rural,Lowest
      213154,154,421334,5,1,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213155,155,421334,5,1,213,8,8,0,0,0,0,0,No_education,Rural,Lowest
      213168,168,421334,3,1,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      213177,177,421334,8,2,213,8,8,0,0,0,2,0,No_education,Rural,Lowest
      213199,199,421334,5,1,213,8,8,0,0,0,0,0,No_education,Rural,Lowest
      213200,200,421334,6,0,213,8,8,0,0,0,1,0,No_education,Rural,Lowest
      214  1,1,4703291,4,2,214,12,6,0,0,0,0,0,Secondary,Rural,Second
      214  3,3,4703291,3,0,214,12,6,0,0,0,0,0,Secondary,Rural,Fourth
      214  5,5,4703291,5,2,214,12,6,0,0,0,0,0,Primary,Rural,Second
      214  7,7,4703291,6,1,214,12,6,0,0,0,0,0,Secondary,Rural,Lowest
      214 10,10,4703291,2,0,214,12,6,0,0,0,0,0,No_education,Rural,Lowest
      214 29,29,4703291,7,2,214,12,6,0,0,0,0,0,Primary,Rural,Lowest
      214 30,30,4703291,3,1,214,12,6,0,0,0,0,0,Primary,Rural,Second
      214 38,38,4703291,9,3,214,12,6,0,1,0,0,0,Secondary,Rural,Second
      214 41,41,4703291,6,3,214,12,6,0,1,0,0,0,Primary,Rural,Lowest
      214 47,47,4703291,4,0,214,12,6,0,0,0,0,0,No_education,Rural,Lowest
      214 62,62,4703291,2,0,214,12,6,0,0,0,0,0,Primary,Rural,Middle
      214 70,70,4703291,2,0,214,12,6,0,0,0,0,0,Primary,Rural,Second
      214110,110,4703291,6,2,214,12,6,0,0,0,0,0,Primary,Rural,Lowest
      214122,122,4703291,5,0,214,12,6,0,0,0,0,1,Secondary,Rural,Second
      214128,128,4703291,6,3,214,12,6,0,0,0,0,0,Secondary,Rural,Second
      214133,133,4703291,6,3,214,12,6,0,0,0,0,0,Higher_than,Rural,Lowest
      214139,139,4703291,2,0,214,12,6,0,0,0,0,0,Primary,Rural,Second
      214149,149,4703291,8,2,214,12,6,0,0,0,0,0,Secondary,Rural,Second
      214156,156,4703291,4,0,214,12,6,0,0,0,0,1,Secondary,Rural,Second
      214160,160,4703291,11,2,214,12,6,0,0,0,0,0,Primary,Rural,Middle
      214178,178,4703291,4,3,214,12,6,0,0,0,0,0,Primary,Rural,Lowest
      214180,180,4703291,5,2,214,12,6,0,0,0,2,0,Primary,Rural,Middle
      214181,181,4703291,5,1,214,12,6,0,0,0,0,0,Primary,Rural,Lowest
      214191,191,4703291,10,2,214,12,6,0,0,0,0,0,Primary,Rural,Lowest
      215  1,1,187538,8,2,215,3,3,0,1,1,4,0,No_education,Urban,Fourth
      215  6,6,187538,3,0,215,3,3,0,0,0,0,0,Primary,Urban,Fourth
      215 34,34,187538,2,0,215,3,3,0,0,0,1,0,No_education,Urban,Lowest
      215 36,36,187538,4,0,215,3,3,0,0,0,0,0,Primary,Urban,Fourth
      215 44,44,187538,7,3,215,3,3,0,0,0,0,0,Primary,Urban,Middle
      215 56,56,187538,4,0,215,3,3,1,1,0,3,0,Primary,Urban,Fourth
      215 58,58,187538,2,1,215,3,3,0,0,0,1,0,Primary,Urban,Second
      215 59,59,187538,2,0,215,3,3,0,1,1,1,0,Primary,Urban,Fourth
      215 60,60,187538,4,1,215,3,3,0,0,0,0,0,Primary,Urban,Fourth
      215 65,65,187538,4,1,215,3,3,0,0,0,0,0,No_education,Urban,Lowest
      215 68,68,187538,2,0,215,3,3,0,1,0,1,0,Secondary,Urban,Lowest
      215 85,85,187538,7,1,215,3,3,0,1,0,3,0,No_education,Urban,Lowest
      215117,117,187538,5,2,215,3,3,0,0,0,2,0,Primary,Urban,Fourth
      215138,138,187538,3,1,215,3,3,0,0,0,2,0,Primary,Urban,Fourth
      215148,148,187538,8,0,215,3,3,0,1,1,3,0,No_education,Urban,Middle
      215162,162,187538,1,0,215,3,3,1,1,1,1,0,Secondary,Urban,Highes
      215163,163,187538,3,1,215,3,3,0,1,1,2,0,Primary,Urban,Highes
      215166,166,187538,5,2,215,3,3,1,0,0,3,0,Secondary,Urban,Fourth
      215175,175,187538,2,0,215,3,3,0,0,0,2,0,No_education,Urban,Lowest
      215181,181,187538,2,0,215,3,3,0,0,0,1,0,No_education,Urban,Middle
      215191,191,187538,2,0,215,3,3,1,0,0,2,0,No_education,Urban,Highes
      215195,195,187538,2,0,215,3,3,0,0,0,1,0,Primary,Urban,Fourth
      216  2,2,1851089,5,1,216,10,5,0,0,0,2,0,No_education,Rural,Second
      216 17,17,1851089,4,0,216,10,5,0,0,0,0,0,No_education,Rural,Lowest
      216 18,18,1851089,8,1,216,10,5,0,1,1,1,0,Primary,Rural,Second
      216 27,27,1851089,4,2,216,10,5,0,0,0,0,0,Primary,Rural,Lowest
      216 35,35,1851089,5,0,216,10,5,0,1,0,0,0,Primary,Rural,Lowest
      216 39,39,1851089,3,0,216,10,5,0,1,1,1,0,Secondary,Rural,Second
      216 52,52,1851089,1,0,216,10,5,0,0,0,0,0,No_education,Rural,Lowest
      216 62,62,1851089,9,3,216,10,5,0,1,0,1,0,Primary,Rural,Lowest
      216 66,66,1851089,4,0,216,10,5,0,1,0,0,0,No_education,Rural,Lowest
      216 76,76,1851089,6,2,216,10,5,0,0,0,2,0,Primary,Rural,Second
      216 79,79,1851089,1,0,216,10,5,0,1,1,1,0,Secondary,Rural,Fourth
      216 86,86,1851089,3,1,216,10,5,0,0,0,1,0,Primary,Rural,Second
      216110,110,1851089,3,2,216,10,5,0,0,0,0,0,Primary,Rural,Second
      216133,133,1851089,4,0,216,10,5,0,1,0,2,0,No_education,Rural,Lowest
      216139,139,1851089,3,2,216,10,5,0,0,0,1,0,Primary,Rural,Fourth
      216160,160,1851089,5,2,216,10,5,0,1,0,1,0,Primary,Rural,Middle
      216168,168,1851089,1,0,216,10,5,0,0,0,0,0,No_education,Rural,Middle
      216177,177,1851089,4,0,216,10,5,0,0,0,1,0,Secondary,Rural,Second
      216179,179,1851089,6,2,216,10,5,0,1,0,2,0,Secondary,Rural,Lowest
      216190,190,1851089,6,2,216,10,5,0,1,1,0,0,Primary,Rural,Middle
      216193,193,1851089,12,5,216,10,5,0,0,0,2,0,No_education,Rural,Second
      216194,194,1851089,10,3,216,10,5,0,1,1,2,0,Primary,Rural,Second
      216199,199,1851089,4,0,216,10,5,0,1,0,1,0,No_education,Rural,Second
      216200,200,1851089,2,0,216,10,5,0,1,0,0,0,Primary,Rural,Middle
      217 11,11,513854,3,1,217,4,3,0,0,0,0,0,Primary,Rural,Lowest
      217 17,17,513854,6,2,217,4,3,0,0,0,2,0,No_education,Rural,Middle
      217 21,21,513854,3,1,217,4,3,1,1,1,2,0,Higher_than,Rural,Highes
      217 37,37,513854,1,0,217,4,3,1,0,0,0,0,Secondary,Rural,Highes
      217 59,59,513854,4,0,217,4,3,1,1,1,5,0,Higher_than,Rural,Highes
      217 60,60,513854,5,2,217,4,3,1,0,0,0,0,Primary,Rural,Highes
      217 64,64,513854,2,0,217,4,3,1,0,0,1,0,Secondary,Rural,Highes
      217104,104,513854,1,0,217,4,3,1,1,1,1,1,Secondary,Rural,Highes
      217111,111,513854,4,1,217,4,3,1,1,1,1,0,Secondary,Rural,Fourth
      217114,114,513854,1,0,217,4,3,0,0,0,0,0,No_education,Rural,Highes
      217115,115,513854,1,0,217,4,3,0,0,0,1,0,No_education,Rural,Highes
      217120,120,513854,7,1,217,4,3,0,1,1,3,0,Primary,Rural,Fourth
      217131,131,513854,3,1,217,4,3,1,0,0,1,0,Secondary,Rural,Highes
      217133,133,513854,6,3,217,4,3,0,0,0,2,0,Primary,Rural,Second
      217134,134,513854,1,0,217,4,3,1,0,0,0,0,Primary,Rural,Highes
      217151,151,513854,4,1,217,4,3,1,1,0,3,0,Secondary,Rural,Highes
      217153,153,513854,4,0,217,4,3,1,0,0,1,0,Primary,Rural,Highes
      217160,160,513854,1,0,217,4,3,1,0,0,1,0,Primary,Rural,Highes
      217168,168,513854,3,1,217,4,3,1,1,1,2,0,Secondary,Rural,Fourth
      217176,176,513854,3,0,217,4,3,1,0,0,2,0,Secondary,Rural,Highes
      217179,179,513854,6,0,217,4,3,0,1,0,1,0,Primary,Rural,Fourth
      217185,185,513854,4,1,217,4,3,1,0,0,2,0,Higher_than,Rural,Highes
      217190,190,513854,3,1,217,4,3,0,0,0,1,0,No_education,Rural,Fourth
      217194,194,513854,6,1,217,4,3,1,1,0,2,0,No_education,Rural,Highes
      217199,199,513854,2,0,217,4,3,0,0,0,1,0,Primary,Rural,Fourth
      218  2,2,185882,3,1,218,6,4,0,0,0,0,0,No_education,Rural,Second
      218 17,17,185882,2,0,218,6,4,0,0,0,0,0,No_education,Rural,Second
      218 18,18,185882,2,0,218,6,4,0,0,0,1,0,No_education,Rural,Fourth
      218 43,43,185882,6,2,218,6,4,0,0,0,3,0,No_education,Rural,Middle
      218 46,46,185882,3,1,218,6,4,0,0,0,2,0,Secondary,Rural,Fourth
      218 51,51,185882,10,0,218,6,4,0,0,0,1,0,No_education,Rural,Middle
      218 52,52,185882,3,2,218,6,4,0,0,0,2,0,Primary,Rural,Middle
      218 67,67,185882,7,3,218,6,4,0,0,0,0,0,Primary,Rural,Fourth
      218 89,89,185882,6,2,218,6,4,0,0,0,3,0,Higher_than,Rural,Fourth
      218 97,97,185882,5,3,218,6,4,0,0,0,2,0,Primary,Rural,Middle
      218105,105,185882,3,0,218,6,4,0,0,0,3,0,No_education,Rural,Middle
      218109,109,185882,2,0,218,6,4,0,0,0,1,0,No_education,Rural,Fourth
      218114,114,185882,7,2,218,6,4,0,0,0,2,0,Primary,Rural,Middle
      218115,115,185882,6,0,218,6,4,0,0,0,3,0,No_education,Rural,Middle
      218133,133,185882,5,0,218,6,4,0,0,0,0,0,No_education,Rural,Lowest
      218144,144,185882,7,1,218,6,4,0,0,0,1,0,Higher_than,Rural,Middle
      218158,158,185882,5,0,218,6,4,0,1,1,2,0,No_education,Rural,Second
      218163,163,185882,9,0,218,6,4,0,0,0,0,0,Primary,Rural,Fourth
      218188,188,185882,5,0,218,6,4,0,0,0,1,0,No_education,Rural,Fourth
      218189,189,185882,3,0,218,6,4,0,0,0,0,0,Primary,Rural,Second
      218194,194,185882,2,0,218,6,4,0,0,0,0,0,No_education,Rural,Second
      219 22,22,1387544,1,0,219,14,7,0,0,0,0,0,Secondary,Rural,Second
      219 34,34,1387544,4,0,219,14,7,0,1,0,0,0,Primary,Rural,Middle
      219 40,40,1387544,6,2,219,14,7,0,0,0,3,0,Secondary,Rural,Second
      219 45,45,1387544,4,0,219,14,7,0,1,0,1,0,Primary,Rural,Fourth
      219 57,57,1387544,1,0,219,14,7,0,0,0,0,0,No_education,Rural,Lowest
      219 66,66,1387544,5,1,219,14,7,0,0,0,1,0,Secondary,Rural,Second
      219 67,67,1387544,3,0,219,14,7,0,0,0,0,0,No_education,Rural,Lowest
      219 68,68,1387544,1,0,219,14,7,0,0,0,0,0,Primary,Rural,Second
      219 71,71,1387544,8,1,219,14,7,0,0,0,2,0,Primary,Rural,Middle
      219 86,86,1387544,1,0,219,14,7,0,0,0,1,0,Primary,Rural,Second
      219 87,87,1387544,7,1,219,14,7,0,0,0,0,0,Primary,Rural,Lowest
      219 89,89,1387544,6,1,219,14,7,0,0,0,1,0,Secondary,Rural,Second
      219110,110,1387544,2,0,219,14,7,0,0,0,0,0,Primary,Rural,Second
      219117,117,1387544,7,1,219,14,7,0,1,0,0,0,Primary,Rural,Middle
      219120,120,1387544,4,0,219,14,7,0,0,0,1,0,Secondary,Rural,Second
      219121,121,1387544,5,2,219,14,7,0,1,1,1,0,Primary,Rural,Lowest
      219123,123,1387544,6,2,219,14,7,0,0,0,2,0,Primary,Rural,Second
      219132,132,1387544,11,4,219,14,7,0,1,0,2,0,Primary,Rural,Second
      219146,146,1387544,5,0,219,14,7,0,0,0,2,0,Secondary,Rural,Fourth
      219153,153,1387544,2,0,219,14,7,0,1,0,0,0,Primary,Rural,Second
      219161,161,1387544,3,0,219,14,7,0,0,0,0,0,Primary,Rural,Second
      219197,197,1387544,1,0,219,14,7,0,0,0,1,0,Secondary,Rural,Middle
      220 19,19,343042,3,1,220,4,3,0,1,1,2,0,Primary,Rural,Lowest
      220 23,23,343042,9,0,220,4,3,1,0,0,0,0,Primary,Rural,Lowest
      220 38,38,343042,10,0,220,4,3,0,1,0,3,0,Primary,Rural,Second
      220 47,47,343042,8,2,220,4,3,0,0,0,4,0,Primary,Rural,Lowest
      220 70,70,343042,12,5,220,4,3,0,1,1,6,0,Primary,Rural,Lowest
      220 71,71,343042,9,1,220,4,3,0,1,1,6,0,Primary,Rural,Fourth
      220 79,79,343042,7,1,220,4,3,0,0,0,4,0,Primary,Rural,Second
      220 91,91,343042,5,1,220,4,3,0,1,1,3,0,Primary,Rural,Lowest
      220 94,94,343042,3,2,220,4,3,0,1,1,4,0,Secondary,Rural,Fourth
      220119,119,343042,3,1,220,4,3,0,1,1,1,0,Primary,Rural,Lowest
      220136,136,343042,3,0,220,4,3,0,1,1,2,0,No_education,Rural,Middle
      220140,140,343042,8,3,220,4,3,0,1,1,6,0,Secondary,Rural,Fourth
      220141,141,343042,10,4,220,4,3,0,1,1,3,0,Primary,Rural,Lowest
      220148,148,343042,8,2,220,4,3,0,1,1,5,0,Primary,Rural,Second
      220150,150,343042,4,1,220,4,3,0,0,0,0,0,Primary,Rural,Lowest
      220173,173,343042,10,0,220,4,3,0,1,0,5,0,No_education,Rural,Second
      220178,178,343042,5,1,220,4,3,0,0,0,0,0,Primary,Rural,Second
      220181,181,343042,8,1,220,4,3,0,0,0,0,0,Secondary,Rural,Lowest
      220182,182,343042,6,0,220,4,3,0,0,0,3,0,No_education,Rural,Lowest
      220188,188,343042,2,0,220,4,3,0,1,1,1,0,No_education,Rural,Second
      220189,189,343042,4,0,220,4,3,0,0,0,0,0,No_education,Rural,Lowest
      220193,193,343042,6,1,220,4,3,0,1,1,2,0,Primary,Rural,Second
      220194,194,343042,4,0,220,4,3,0,1,1,1,0,Primary,Rural,Lowest
      220197,197,343042,3,0,220,4,3,0,0,0,2,0,Primary,Rural,Lowest
      220198,198,343042,5,3,220,4,3,0,0,0,2,0,Secondary,Rural,Fourth
      221  2,2,360091,3,0,221,15,1,1,1,0,0,0,Secondary,Urban,Highes
      221 15,15,360091,3,0,221,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      221 24,24,360091,2,0,221,15,1,1,0,0,0,0,Higher_than,Urban,Highes
      221 25,25,360091,3,0,221,15,1,1,1,0,0,0,No_education,Urban,Highes
      221 39,39,360091,2,0,221,15,1,1,1,0,1,0,Secondary,Urban,Highes
      221 49,49,360091,3,1,221,15,1,1,1,0,1,0,Higher_than,Urban,Highes
      221 58,58,360091,2,0,221,15,1,1,1,0,2,0,Secondary,Urban,Highes
      221 68,68,360091,2,0,221,15,1,1,1,0,0,0,No_education,Urban,Highes
      221 89,89,360091,4,1,221,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      221 98,98,360091,4,0,221,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      221103,103,360091,2,0,221,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      221108,108,360091,3,0,221,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      221116,116,360091,1,0,221,15,1,1,1,0,0,0,Primary,Urban,Highes
      221128,128,360091,2,0,221,15,1,1,1,1,0,0,Secondary,Urban,Highes
      221158,158,360091,1,0,221,15,1,0,0,0,0,0,No_education,Urban,Highes
      221162,162,360091,3,0,221,15,1,1,1,1,0,0,Higher_than,Urban,Highes
      221170,170,360091,1,0,221,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      221175,175,360091,3,0,221,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      221179,179,360091,2,0,221,15,1,1,0,0,0,0,Higher_than,Urban,Highes
      221182,182,360091,2,0,221,15,1,1,1,0,0,0,Secondary,Urban,Highes
      222  7,7,828374,5,1,222,6,4,0,0,0,2,0,Secondary,Rural,Middle
      222 14,14,828374,3,0,222,6,4,1,1,0,5,0,Higher_than,Rural,Fourth
      222 17,17,828374,2,0,222,6,4,0,0,0,0,0,Primary,Rural,Middle
      222 18,18,828374,7,0,222,6,4,1,1,0,4,0,Higher_than,Rural,Highes
      222 38,38,828374,6,0,222,6,4,1,0,0,3,0,Primary,Rural,Fourth
      222 46,46,828374,2,0,222,6,4,1,0,0,0,0,Secondary,Rural,Fourth
      222 52,52,828374,5,2,222,6,4,0,1,0,2,0,Primary,Rural,Middle
      222 75,75,828374,4,1,222,6,4,0,0,0,2,0,Higher_than,Rural,Highes
      222 80,80,828374,4,0,222,6,4,0,0,0,0,0,No_education,Rural,Lowest
      222 83,83,828374,2,0,222,6,4,1,0,0,2,0,Secondary,Rural,Fourth
      222 84,84,828374,5,1,222,6,4,1,1,0,4,0,Primary,Rural,Fourth
      222 97,97,828374,5,1,222,6,4,1,1,0,2,0,Primary,Rural,Highes
      222101,101,828374,1,0,222,6,4,0,0,0,1,0,Primary,Rural,Fourth
      222112,112,828374,3,1,222,6,4,0,1,0,1,0,Primary,Rural,Middle
      222115,115,828374,5,0,222,6,4,1,1,1,3,0,Secondary,Rural,Fourth
      222119,119,828374,3,0,222,6,4,0,0,0,2,0,Primary,Rural,Fourth
      222121,121,828374,1,0,222,6,4,1,0,0,1,0,No_education,Rural,Middle
      222122,122,828374,2,0,222,6,4,0,0,0,0,0,No_education,Rural,Middle
      222126,126,828374,4,0,222,6,4,0,0,0,0,0,Primary,Rural,Second
      222161,161,828374,3,0,222,6,4,1,1,0,0,0,Secondary,Rural,Fourth
      222182,182,828374,4,1,222,6,4,1,0,0,3,0,Higher_than,Rural,Fourth
      222190,190,828374,3,0,222,6,4,0,1,0,0,0,No_education,Rural,Middle
      223  1,1,89476,2,0,223,3,3,0,1,1,0,0,Higher_than,Urban,Highes
      223 16,16,89476,5,1,223,3,3,1,1,1,1,0,Higher_than,Urban,Highes
      223 21,21,89476,4,2,223,3,3,0,1,0,1,0,Primary,Urban,Fourth
      223 58,58,89476,6,1,223,3,3,0,1,0,3,0,Primary,Urban,Fourth
      223 63,63,89476,1,0,223,3,3,0,1,1,1,0,Higher_than,Urban,Highes
      223 64,64,89476,1,0,223,3,3,0,0,0,0,0,Primary,Urban,Fourth
      223 66,66,89476,4,0,223,3,3,0,0,0,0,0,Primary,Urban,Fourth
      223 86,86,89476,3,1,223,3,3,1,1,1,2,0,Secondary,Urban,Highes
      223 95,95,89476,1,0,223,3,3,0,0,0,1,0,Primary,Urban,Highes
      223 97,97,89476,3,0,223,3,3,1,0,0,1,0,Primary,Urban,Fourth
      223113,113,89476,2,0,223,3,3,0,0,0,0,0,Secondary,Urban,Highes
      223119,119,89476,2,0,223,3,3,0,0,0,1,0,Primary,Urban,Fourth
      223121,121,89476,6,0,223,3,3,1,1,0,1,0,No_education,Urban,Highes
      223129,129,89476,5,1,223,3,3,0,0,0,4,1,Higher_than,Urban,Middle
      223134,134,89476,3,0,223,3,3,0,0,0,1,0,Secondary,Urban,Highes
      223144,144,89476,4,2,223,3,3,0,0,0,2,0,Primary,Urban,Fourth
      223157,157,89476,4,0,223,3,3,0,0,0,1,0,Secondary,Urban,Highes
      223171,171,89476,2,0,223,3,3,0,1,0,1,0,Secondary,Urban,Highes
      223176,176,89476,1,0,223,3,3,0,1,0,0,1,Primary,Urban,Fourth
      223182,182,89476,5,2,223,3,3,0,0,0,1,0,Primary,Urban,Highes
      223191,191,89476,1,0,223,3,3,0,1,1,0,0,Higher_than,Urban,Highes
      223192,192,89476,4,0,223,3,3,0,1,0,0,0,Secondary,Urban,Fourth
      223196,196,89476,3,1,223,3,3,0,0,0,0,0,Primary,Urban,Fourth
      224  2,2,1106393,3,1,224,12,6,0,1,0,0,0,Primary,Rural,Second
      224  5,5,1106393,6,0,224,12,6,0,0,0,1,0,Primary,Rural,Lowest
      224  9,9,1106393,2,0,224,12,6,0,0,0,1,0,Primary,Rural,Second
      224 13,13,1106393,3,0,224,12,6,0,0,0,2,0,No_education,Rural,Second
      224 20,20,1106393,4,1,224,12,6,0,0,0,0,0,Primary,Rural,Lowest
