hhid,HV002,HV005,HV009,HV014,HV021,HV022,HV023,HV206,HV237,HV237B,HML1,SH125A,HH_edu,HH_res,SES
        1  3,3,460654,7,2,1,10,5,0,0,0,1,0,Primary,Rural,Second
        1  4,4,460654,7,1,1,10,5,0,0,0,3,0,No_education,Rural,Lowest
        1 12,12,460654,5,0,1,10,5,0,0,0,0,0,No_education,Rural,Lowest
        1 17,17,460654,3,1,1,10,5,0,1,1,1,0,Primary,Rural,Fourth
        1 27,27,460654,4,1,1,10,5,0,1,0,2,0,Higher_than,Rural,Second
        1 28,28,460654,6,2,1,10,5,0,1,0,2,0,Primary,Rural,Lowest
        1 60,60,460654,5,0,1,10,5,0,1,0,3,0,Primary,Rural,Lowest
        1 63,63,460654,6,1,1,10,5,0,0,0,2,0,No_education,Rural,Second
        1 75,75,460654,6,1,1,10,5,0,0,0,2,0,Primary,Rural,Second
        1 86,86,460654,2,0,1,10,5,0,1,0,0,0,No_education,Rural,Lowest
        1107,107,460654,5,1,1,10,5,0,1,0,0,0,Primary,Rural,Second
        1134,134,460654,8,3,1,10,5,0,0,0,2,0,Primary,Rural,Lowest
        1137,137,460654,9,3,1,10,5,0,0,0,1,0,Primary,Rural,Second
        1138,138,460654,10,3,1,10,5,0,1,0,2,0,Primary,Rural,Middle
        1140,140,460654,7,2,1,10,5,0,1,0,0,0,Primary,Rural,Second
        1144,144,460654,10,1,1,10,5,0,1,0,1,0,Secondary,Rural,Middle
        1145,145,460654,2,0,1,10,5,0,1,0,0,0,No_education,Rural,Fourth
        1149,149,460654,4,2,1,10,5,0,0,0,0,0,Primary,Rural,Lowest
        1159,159,460654,3,0,1,10,5,0,1,0,3,0,Primary,Rural,Second
        1164,164,460654,5,0,1,10,5,0,1,0,1,0,Primary,Rural,Lowest
        1166,166,460654,3,0,1,10,5,0,0,0,1,0,Primary,Rural,Second
        1172,172,460654,9,4,1,10,5,0,0,0,4,0,Primary,Rural,Second
        1178,178,460654,6,2,1,10,5,0,0,0,0,0,Primary,Rural,Middle
        1196,196,460654,6,1,1,10,5,0,0,0,1,0,No_education,Rural,Lowest
        2 11,11,218087,6,1,2,6,4,1,1,0,2,0,Secondary,Rural,Highes
        2 17,17,218087,2,0,2,6,4,0,0,0,1,0,Primary,Rural,Fourth
        2 18,18,218087,3,0,2,6,4,1,1,0,2,0,Secondary,Rural,Highes
        2 19,19,218087,2,0,2,6,4,1,1,0,3,0,Secondary,Rural,Highes
        2 28,28,218087,4,1,2,6,4,0,0,0,2,0,Secondary,Rural,Highes
        2 33,33,218087,5,1,2,6,4,1,1,1,3,0,Primary,Rural,Highes
        2 35,35,218087,2,0,2,6,4,0,1,0,0,0,No_education,Rural,Highes
        2 53,53,218087,7,1,2,6,4,1,1,0,3,0,Primary,Rural,Highes
        2 63,63,218087,8,3,2,6,4,0,1,0,3,0,Higher_than,Rural,Fourth
        2 68,68,218087,3,1,2,6,4,0,1,1,2,0,Secondary,Rural,Fourth
        2 74,74,218087,6,2,2,6,4,0,1,0,3,0,Higher_than,Rural,Fourth
        2 89,89,218087,3,0,2,6,4,1,1,0,0,0,No_education,Rural,Highes
        2103,103,218087,5,2,2,6,4,1,1,0,4,0,Higher_than,Rural,Fourth
        2122,122,218087,3,0,2,6,4,1,0,0,0,0,Secondary,Rural,Highes
        2126,126,218087,5,1,2,6,4,1,1,0,3,0,Higher_than,Rural,Highes
        2128,128,218087,4,0,2,6,4,1,0,0,2,0,Higher_than,Rural,Highes
        2134,134,218087,1,0,2,6,4,0,0,0,0,0,Secondary,Rural,Highes
        2135,135,218087,2,0,2,6,4,1,0,0,0,0,Secondary,Rural,Highes
        2170,170,218087,1,0,2,6,4,1,0,0,1,0,Secondary,Rural,Highes
        2177,177,218087,2,0,2,6,4,1,1,1,0,0,Primary,Rural,Highes
        2180,180,218087,3,1,2,6,4,1,1,0,2,0,Secondary,Rural,Highes
        2181,181,218087,1,0,2,6,4,0,0,0,0,0,Primary,Rural,Fourth
        2199,199,218087,4,0,2,6,4,1,1,1,3,0,Secondary,Rural,Highes
        2201,201,218087,5,0,2,6,4,1,1,0,5,0,Higher_than,Rural,Highes
        3  9,9,1824833,2,0,3,6,4,0,0,0,0,0,No_education,Rural,Lowest
        3 18,18,1824833,9,2,3,6,4,0,0,0,3,0,Primary,Rural,Second
        3 39,39,1824833,6,3,3,6,4,0,0,0,1,0,Primary,Rural,Lowest
        3 65,65,1824833,5,0,3,6,4,1,0,0,0,0,Primary,Rural,Middle
        3 68,68,1824833,14,3,3,6,4,0,0,0,0,0,No_education,Rural,Lowest
        3 82,82,1824833,8,3,3,6,4,0,0,0,2,0,Primary,Rural,Middle
        3 96,96,1824833,6,1,3,6,4,0,0,0,2,0,Primary,Rural,Middle
        3105,105,1824833,5,1,3,6,4,0,0,0,1,0,Primary,Rural,Fourth
        3112,112,1824833,4,1,3,6,4,0,1,0,2,0,Secondary,Rural,Middle
        3125,125,1824833,7,0,3,6,4,0,0,0,1,0,No_education,Rural,Fourth
        3129,129,1824833,1,0,3,6,4,0,0,0,1,0,Primary,Rural,Middle
        3137,137,1824833,7,0,3,6,4,0,0,0,0,0,Primary,Rural,Middle
        3138,138,1824833,7,2,3,6,4,0,1,0,0,0,Primary,Rural,Fourth
        3152,152,1824833,9,2,3,6,4,0,1,0,3,0,Primary,Rural,Middle
        3154,154,1824833,8,0,3,6,4,0,0,0,1,0,Primary,Rural,Middle
        3155,155,1824833,6,0,3,6,4,0,1,0,3,0,Primary,Rural,Second
        3167,167,1824833,4,2,3,6,4,0,0,0,3,0,Primary,Rural,Second
        3173,173,1824833,2,0,3,6,4,0,0,0,0,0,No_education,Rural,Second
        3177,177,1824833,4,0,3,6,4,0,0,0,0,0,Primary,Rural,Second
        3184,184,1824833,9,1,3,6,4,0,0,0,2,0,Primary,Rural,Lowest
        3188,188,1824833,4,0,3,6,4,0,0,0,0,0,Primary,Rural,Second
        3189,189,1824833,5,2,3,6,4,0,0,0,2,0,No_education,Rural,Second
        3197,197,1824833,2,0,3,6,4,0,0,0,0,0,No_education,Rural,Lowest
        4  6,6,292269,5,2,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        4 32,32,292269,10,0,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        4 37,37,292269,6,0,4,8,8,0,0,0,1,0,Primary,Rural,Lowest
        4 43,43,292269,5,0,4,8,8,0,0,0,0,0,No_education,Rural,Lowest
        4 44,44,292269,5,0,4,8,8,0,0,0,0,0,No_education,Rural,Lowest
        4 84,84,292269,10,3,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4 86,86,292269,6,1,4,8,8,0,0,0,0,0,No_education,Rural,Lowest
        4 89,89,292269,9,2,4,8,8,0,0,0,4,0,Primary,Rural,Lowest
        4 97,97,292269,8,0,4,8,8,0,0,0,3,0,No_education,Rural,Lowest
        4112,112,292269,2,0,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        4125,125,292269,6,2,4,8,8,0,1,1,0,0,No_education,Rural,Lowest
        4126,126,292269,3,0,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        4134,134,292269,7,0,4,8,8,0,1,1,2,0,No_education,Rural,Lowest
        4142,142,292269,5,0,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4161,161,292269,5,0,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        4163,163,292269,6,1,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4167,167,292269,7,0,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4169,169,292269,5,2,4,8,8,0,1,0,2,0,Secondary,Rural,Lowest
        4181,181,292269,3,0,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4184,184,292269,3,0,4,8,8,0,0,0,2,0,No_education,Rural,Lowest
        4197,197,292269,9,0,4,8,8,0,1,0,3,0,No_education,Rural,Lowest
        4198,198,292269,6,1,4,8,8,0,0,0,1,0,No_education,Rural,Lowest
        5  7,7,645089,2,0,5,2,2,1,1,0,0,0,Secondary,Rural,Highes
        5  9,9,645089,4,0,5,2,2,0,0,0,1,0,Secondary,Rural,Highes
        5 19,19,645089,2,0,5,2,2,0,1,0,1,0,Secondary,Rural,Fourth
        5 24,24,645089,6,0,5,2,2,0,0,0,3,0,Secondary,Rural,Fourth
        5 44,44,645089,4,1,5,2,2,1,1,0,2,0,Higher_than,Rural,Highes
        5 56,56,645089,4,0,5,2,2,1,0,0,0,0,Secondary,Rural,Fourth
        5 63,63,645089,1,0,5,2,2,1,1,0,0,0,No_education,Rural,Fourth
        5 68,68,645089,1,0,5,2,2,1,0,0,0,0,No_education,Rural,Middle
        5 74,74,645089,4,1,5,2,2,0,0,0,1,0,Primary,Rural,Fourth
        5 85,85,645089,4,1,5,2,2,0,0,0,1,0,Primary,Rural,Middle
        5 91,91,645089,1,0,5,2,2,0,0,0,1,0,No_education,Rural,Fourth
        5 98,98,645089,5,1,5,2,2,0,0,0,2,0,Secondary,Rural,Fourth
        5102,102,645089,6,0,5,2,2,0,0,0,0,0,Primary,Rural,Fourth
        5125,125,645089,4,0,5,2,2,0,0,0,4,0,Secondary,Rural,Fourth
        5128,128,645089,5,1,5,2,2,0,0,0,2,0,Primary,Rural,Second
        5138,138,645089,4,1,5,2,2,1,0,0,1,0,Secondary,Rural,Highes
        5161,161,645089,3,0,5,2,2,1,1,0,0,0,Secondary,Rural,Fourth
        5164,164,645089,5,1,5,2,2,0,0,0,2,0,Primary,Rural,Middle
        5174,174,645089,1,0,5,2,2,0,0,0,1,0,Primary,Rural,Middle
        5191,191,645089,1,0,5,2,2,0,0,0,0,0,Primary,Rural,Fourth
        5193,193,645089,4,0,5,2,2,1,1,0,0,0,No_education,Rural,Highes
        5201,201,645089,7,0,5,2,2,0,0,0,4,0,Secondary,Rural,Fourth
        6 21,21,1071188,4,2,6,2,2,0,0,0,2,0,Primary,Rural,Middle
        6 23,23,1071188,6,0,6,2,2,0,0,0,1,0,Primary,Rural,Fourth
        6 39,39,1071188,6,1,6,2,2,0,0,0,5,0,Primary,Rural,Middle
        6 51,51,1071188,1,0,6,2,2,0,0,0,1,0,No_education,Rural,Second
        6 57,57,1071188,10,3,6,2,2,0,1,0,3,0,Primary,Rural,Lowest
        6 67,67,1071188,11,2,6,2,2,0,0,0,2,0,Primary,Rural,Middle
        6 79,79,1071188,5,2,6,2,2,0,0,0,1,0,Secondary,Rural,Fourth
        6 80,80,1071188,6,2,6,2,2,0,0,0,1,0,No_education,Rural,Middle
        6 82,82,1071188,4,0,6,2,2,0,0,0,3,0,Primary,Rural,Fourth
        6 89,89,1071188,4,0,6,2,2,0,0,0,1,0,No_education,Rural,Middle
        6 95,95,1071188,5,2,6,2,2,0,0,0,2,0,Primary,Rural,Second
        6 98,98,1071188,1,0,6,2,2,0,0,0,0,0,Primary,Rural,Middle
        6119,119,1071188,5,1,6,2,2,0,0,0,0,0,Primary,Rural,Lowest
        6130,130,1071188,5,3,6,2,2,0,0,0,0,0,Primary,Rural,Middle
        6132,132,1071188,4,0,6,2,2,0,1,1,1,0,Primary,Rural,Second
        6135,135,1071188,4,2,6,2,2,0,1,1,2,0,Primary,Rural,Fourth
        6140,140,1071188,8,1,6,2,2,0,0,0,5,0,No_education,Rural,Middle
        6143,143,1071188,2,0,6,2,2,0,0,0,0,0,No_education,Rural,Middle
        6144,144,1071188,8,2,6,2,2,0,1,1,2,0,Primary,Rural,Fourth
        6150,150,1071188,7,1,6,2,2,0,0,0,4,0,Primary,Rural,Middle
        6156,156,1071188,3,0,6,2,2,0,0,0,5,0,Secondary,Rural,Fourth
        6169,169,1071188,2,0,6,2,2,0,0,0,2,0,Primary,Rural,Fourth
        6189,189,1071188,3,0,6,2,2,0,0,0,1,0,No_education,Rural,Fourth
        6191,191,1071188,1,0,6,2,2,0,1,1,1,0,No_education,Rural,Second
        7 10,10,221597,4,0,7,15,1,1,0,0,0,0,Higher_than,Urban,Highes
        7 14,14,221597,1,0,7,15,1,1,0,0,1,0,Higher_than,Urban,Highes
        7 16,16,221597,8,2,7,15,1,1,1,0,2,0,Secondary,Urban,Highes
        7 34,34,221597,2,0,7,15,1,1,1,1,0,0,Higher_than,Urban,Highes
        7 36,36,221597,3,0,7,15,1,1,1,0,3,1,No_education,Urban,Highes
        7 57,57,221597,1,0,7,15,1,1,1,0,0,0,Higher_than,Urban,Highes
        7 71,71,221597,1,0,7,15,1,1,1,0,1,0,Secondary,Urban,Highes
        7 80,80,221597,2,0,7,15,1,1,1,0,0,0,Higher_than,Urban,Highes
        7 87,87,221597,1,0,7,15,1,1,0,0,0,0,Primary,Urban,Highes
        7138,138,221597,1,0,7,15,1,1,0,0,0,0,Higher_than,Urban,Highes
        7162,162,221597,1,0,7,15,1,1,0,0,1,0,Higher_than,Urban,Highes
        7163,163,221597,1,0,7,15,1,1,0,0,0,0,Primary,Urban,Highes
        7179,179,221597,1,0,7,15,1,1,0,0,2,0,Higher_than,Urban,Highes
        7180,180,221597,5,3,7,15,1,1,0,0,0,0,Higher_than,Urban,Highes
        7187,187,221597,2,0,7,15,1,1,0,0,2,0,Higher_than,Urban,Highes
        7195,195,221597,1,0,7,15,1,1,1,0,0,0,Higher_than,Urban,Highes
        7196,196,221597,3,1,7,15,1,1,0,0,0,0,Higher_than,Urban,Highes
        8  9,9,943870,6,0,8,10,5,0,1,0,1,0,Primary,Rural,Second
        8 37,37,943870,2,0,8,10,5,0,0,0,1,0,Primary,Rural,Lowest
        8 48,48,943870,4,0,8,10,5,0,1,1,3,0,Primary,Rural,Second
        8 63,63,943870,3,0,8,10,5,0,0,0,1,0,Primary,Rural,Second
        8 70,70,943870,4,0,8,10,5,0,1,0,1,0,Primary,Rural,Middle
        8124,124,943870,9,1,8,10,5,0,1,1,0,0,Primary,Rural,Lowest
        8127,127,943870,5,0,8,10,5,0,1,1,1,0,No_education,Rural,Second
        8128,128,943870,5,3,8,10,5,0,1,1,2,0,Secondary,Rural,Middle
        8134,134,943870,7,1,8,10,5,1,1,1,1,0,No_education,Rural,Second
        8139,139,943870,1,0,8,10,5,0,1,1,1,0,Primary,Rural,Second
        8141,141,943870,5,3,8,10,5,0,1,1,2,0,No_education,Rural,Second
        8142,142,943870,9,2,8,10,5,0,1,1,4,0,Secondary,Rural,Second
        8144,144,943870,4,0,8,10,5,0,1,0,3,0,Primary,Rural,Middle
        8147,147,943870,1,0,8,10,5,0,1,1,1,0,Primary,Rural,Second
        8160,160,943870,11,4,8,10,5,0,1,1,2,0,Primary,Rural,Middle
        8163,163,943870,4,0,8,10,5,0,1,1,1,0,Primary,Rural,Second
        8172,172,943870,4,0,8,10,5,0,1,0,1,0,Primary,Rural,Second
        8183,183,943870,4,1,8,10,5,0,1,1,2,0,Primary,Rural,Middle
        8184,184,943870,6,4,8,10,5,0,1,1,1,0,Primary,Rural,Second
        8186,186,943870,6,1,8,10,5,0,1,1,2,0,Primary,Rural,Second
        9  5,5,4947671,1,0,9,12,6,0,0,0,0,1,Primary,Rural,Lowest
        9 11,11,4947671,4,2,9,12,6,0,0,0,1,1,Primary,Rural,Lowest
        9 30,30,4947671,7,0,9,12,6,0,0,0,0,0,Primary,Rural,Lowest
        9 31,31,4947671,4,0,9,12,6,0,0,0,0,1,No_education,Rural,Middle
        9 40,40,4947671,1,0,9,12,6,0,0,0,0,1,Primary,Rural,Second
        9 43,43,4947671,6,1,9,12,6,0,1,1,3,1,Primary,Rural,Fourth
        9 68,68,4947671,9,3,9,12,6,0,0,0,0,1,Primary,Rural,Middle
        9 69,69,4947671,3,0,9,12,6,0,0,0,0,1,No_education,Rural,Lowest
        9 78,78,4947671,8,0,9,12,6,0,0,0,2,1,Primary,Rural,Second
        9 89,89,4947671,6,1,9,12,6,0,1,1,0,1,Primary,Rural,Middle
        9 96,96,4947671,6,2,9,12,6,0,1,1,2,1,Primary,Rural,Second
        9104,104,4947671,4,0,9,12,6,0,0,0,0,1,Primary,Rural,Second
        9108,108,4947671,4,0,9,12,6,0,1,0,1,1,Primary,Rural,Fourth
        9117,117,4947671,2,0,9,12,6,0,0,0,0,1,Higher_than,Rural,Fourth
        9130,130,4947671,5,2,9,12,6,0,1,0,3,1,Primary,Rural,Lowest
        9138,138,4947671,6,1,9,12,6,0,0,0,0,1,Primary,Rural,Middle
        9140,140,4947671,1,0,9,12,6,0,0,0,1,1,No_education,Rural,Second
        9150,150,4947671,4,0,9,12,6,0,0,0,0,0,No_education,Rural,Second
        9158,158,4947671,2,0,9,12,6,0,0,0,0,1,Primary,Rural,Lowest
        9177,177,4947671,4,2,9,12,6,0,0,0,1,1,Primary,Rural,Second
        9200,200,4947671,7,1,9,12,6,0,1,0,3,1,Primary,Rural,Lowest
       10 14,14,4252685,8,1,10,14,7,0,0,0,1,0,Primary,Rural,Middle
       10 22,22,4252685,3,0,10,14,7,0,0,0,0,0,Secondary,Rural,Middle
       10 27,27,4252685,6,3,10,14,7,0,0,0,2,0,Secondary,Rural,Middle
       10 31,31,4252685,7,2,10,14,7,0,0,0,2,0,Primary,Rural,Middle
       10 35,35,4252685,6,2,10,14,7,0,0,0,1,0,Primary,Rural,Lowest
       10 42,42,4252685,5,3,10,14,7,0,0,0,1,0,No_education,Rural,Second
       10 43,43,4252685,4,2,10,14,7,0,0,0,1,0,Primary,Rural,Second
       10 56,56,4252685,4,1,10,14,7,0,0,0,2,0,Primary,Rural,Second
       10 58,58,4252685,3,1,10,14,7,0,0,0,2,0,Primary,Rural,Middle
       10 69,69,4252685,1,0,10,14,7,0,1,0,1,0,Primary,Rural,Second
       10 97,97,4252685,8,2,10,14,7,0,0,0,4,0,Primary,Rural,Middle
       10105,105,4252685,5,0,10,14,7,0,1,0,3,0,Secondary,Rural,Middle
       10106,106,4252685,8,1,10,14,7,0,0,0,3,0,Primary,Rural,Middle
       10114,114,4252685,6,1,10,14,7,0,0,0,3,0,Primary,Rural,Second
       10156,156,4252685,7,1,10,14,7,0,0,0,2,0,Primary,Rural,Second
       10166,166,4252685,3,0,10,14,7,0,1,0,2,0,Primary,Rural,Second
       10168,168,4252685,2,0,10,14,7,0,0,0,0,0,Primary,Rural,Lowest
       10172,172,4252685,3,1,10,14,7,0,0,0,2,0,Primary,Rural,Second
       10177,177,4252685,2,0,10,14,7,0,0,0,0,0,Primary,Rural,Fourth
       10184,184,4252685,10,1,10,14,7,0,0,0,1,0,Primary,Rural,Lowest
       10187,187,4252685,2,0,10,14,7,0,0,0,0,0,No_education,Rural,Second
       11 11,11,429764,6,2,11,11,6,0,0,0,2,1,Primary,Urban,Fourth
       11 14,14,429764,2,0,11,11,6,0,1,0,0,0,No_education,Urban,Fourth
       11 29,29,429764,6,1,11,11,6,1,1,0,3,0,Secondary,Urban,Highes
       11 43,43,429764,5,2,11,11,6,1,0,0,0,0,Primary,Urban,Fourth
       11 49,49,429764,3,1,11,11,6,1,0,0,1,1,Secondary,Urban,Highes
       11 70,70,429764,9,2,11,11,6,0,1,1,1,1,Primary,Urban,Second
       11 71,71,429764,4,2,11,11,6,1,0,0,0,1,Secondary,Urban,Highes
       11 74,74,429764,3,0,11,11,6,1,1,0,3,1,Higher_than,Urban,Highes
       11 83,83,429764,7,2,11,11,6,1,1,0,3,1,Primary,Urban,Highes
       11 84,84,429764,1,0,11,11,6,0,0,0,0,0,Primary,Urban,Fourth
       11125,125,429764,3,1,11,11,6,0,0,0,0,1,Secondary,Urban,Fourth
       11129,129,429764,1,0,11,11,6,0,0,0,0,0,Primary,Urban,Fourth
       11136,136,429764,3,1,11,11,6,0,1,0,1,1,Primary,Urban,Fourth
       11155,155,429764,3,0,11,11,6,0,1,0,3,1,Primary,Urban,Middle
       11156,156,429764,5,1,11,11,6,0,1,0,2,1,Primary,Urban,Fourth
       11160,160,429764,2,1,11,11,6,0,0,0,0,1,Primary,Urban,Middle
       11173,173,429764,6,0,11,11,6,0,1,0,0,0,No_education,Urban,Second
       11178,178,429764,1,0,11,11,6,0,0,0,2,0,Secondary,Urban,Fourth
       11191,191,429764,1,0,11,11,6,0,0,0,1,0,Primary,Urban,Middle
       11196,196,429764,1,0,11,11,6,1,0,0,0,0,Secondary,Urban,Highes
       11202,202,429764,3,1,11,11,6,0,1,0,1,1,Higher_than,Urban,Highes
       13  8,8,936945,9,1,13,12,6,0,0,0,0,1,Primary,Rural,Second
       13 44,44,936945,3,1,13,12,6,0,1,0,0,0,Primary,Rural,Middle
       13 45,45,936945,7,3,13,12,6,0,0,0,1,0,Primary,Rural,Lowest
       13 48,48,936945,3,2,13,12,6,0,0,0,2,1,Primary,Rural,Fourth
       13 54,54,936945,3,1,13,12,6,0,0,0,0,0,Primary,Rural,Second
       13 64,64,936945,4,0,13,12,6,0,0,0,0,0,No_education,Rural,Second
       13 68,68,936945,3,1,13,12,6,0,0,0,2,0,Primary,Rural,Middle
       13 71,71,936945,1,0,13,12,6,0,0,0,0,0,Primary,Rural,Lowest
       13 78,78,936945,8,1,13,12,6,0,1,1,0,1,Secondary,Rural,Middle
       13 79,79,936945,5,0,13,12,6,0,0,0,0,1,Primary,Rural,Middle
       13 84,84,936945,6,1,13,12,6,0,0,0,0,1,Secondary,Rural,Second
       13 91,91,936945,8,1,13,12,6,0,0,0,2,0,Primary,Rural,Fourth
       13101,101,936945,4,2,13,12,6,0,0,0,0,0,Primary,Rural,Middle
       13102,102,936945,6,1,13,12,6,0,0,0,0,1,Primary,Rural,Second
       13109,109,936945,3,1,13,12,6,0,0,0,1,1,Primary,Rural,Second
       13110,110,936945,6,1,13,12,6,0,0,0,0,0,No_education,Rural,Second
       13111,111,936945,6,0,13,12,6,0,0,0,6,0,Higher_than,Rural,Middle
       13126,126,936945,12,2,13,12,6,0,0,0,0,0,Primary,Rural,Middle
       13130,130,936945,4,2,13,12,6,0,0,0,1,1,Primary,Rural,Lowest
       13141,141,936945,10,0,13,12,6,0,0,0,0,1,Secondary,Rural,Middle
       13142,142,936945,4,0,13,12,6,0,0,0,1,1,Primary,Rural,Second
       13157,157,936945,3,0,13,12,6,0,0,0,0,1,Primary,Rural,Second
       14  5,5,216367,1,0,14,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       14 68,68,216367,1,0,14,15,1,1,0,0,0,0,Higher_than,Urban,Highes
       14 78,78,216367,1,0,14,15,1,1,0,0,0,0,Higher_than,Urban,Highes
       14 92,92,216367,3,0,14,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       14103,103,216367,1,0,14,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       14111,111,216367,5,2,14,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       14117,117,216367,5,0,14,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       14119,119,216367,2,0,14,15,1,1,1,1,0,0,Higher_than,Urban,Highes
       14120,120,216367,1,0,14,15,1,1,1,0,0,0,Secondary,Urban,Highes
       14124,124,216367,1,0,14,15,1,1,1,0,1,0,Secondary,Urban,Highes
       14127,127,216367,1,0,14,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       14144,144,216367,2,0,14,15,1,1,1,1,1,0,Higher_than,Urban,Highes
       14147,147,216367,1,0,14,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       14180,180,216367,5,2,14,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       14200,200,216367,3,0,14,15,1,1,0,0,2,0,Secondary,Urban,Highes
       15  4,4,97117,2,0,15,15,1,1,1,0,0,1,Secondary,Urban,Highes
       15 16,16,97117,1,0,15,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       15 20,20,97117,1,0,15,15,1,1,1,0,0,1,Primary,Urban,Highes
       15 47,47,97117,4,0,15,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       15 49,49,97117,1,0,15,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       15 61,61,97117,1,0,15,15,1,1,0,0,0,0,Primary,Urban,Highes
       15 66,66,97117,1,0,15,15,1,1,1,0,0,0,Primary,Urban,Highes
       15 74,74,97117,1,0,15,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       15 92,92,97117,1,0,15,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       15 96,96,97117,1,0,15,15,1,1,1,0,1,0,Primary,Urban,Highes
       15102,102,97117,3,0,15,15,1,1,0,0,0,0,Secondary,Urban,Highes
       15129,129,97117,3,1,15,15,1,1,1,0,2,0,Higher_than,Urban,Highes
       15137,137,97117,1,0,15,15,1,1,1,0,0,0,Secondary,Urban,Highes
       15138,138,97117,1,0,15,15,1,1,1,0,0,1,Primary,Urban,Highes
       15144,144,97117,3,0,15,15,1,1,0,0,2,0,Higher_than,Urban,Highes
       15167,167,97117,3,0,15,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       15177,177,97117,1,0,15,15,1,1,1,0,0,0,Secondary,Urban,Highes
       15186,186,97117,1,0,15,15,1,1,1,0,0,0,Primary,Urban,Highes
       15199,199,97117,1,0,15,15,1,1,0,0,1,0,Primary,Urban,Highes
       15201,201,97117,2,0,15,15,1,1,1,0,0,0,Secondary,Urban,Highes
       16  2,2,391452,2,0,16,15,1,1,1,0,1,0,Secondary,Urban,Highes
       16  5,5,391452,3,1,16,15,1,0,0,0,2,0,Higher_than,Urban,Highes
       16 11,11,391452,4,1,16,15,1,1,0,0,2,0,Secondary,Urban,Highes
       16 23,23,391452,4,0,16,15,1,1,1,0,0,0,Primary,Urban,Highes
       16 57,57,391452,3,0,16,15,1,1,1,0,1,0,Secondary,Urban,Highes
       16 61,61,391452,1,0,16,15,1,1,1,0,2,0,No_education,Urban,Highes
       16 64,64,391452,1,0,16,15,1,1,0,0,0,0,Primary,Urban,Highes
       16 67,67,391452,1,0,16,15,1,0,0,0,1,0,Primary,Urban,Highes
       16 76,76,391452,1,0,16,15,1,1,0,0,1,0,Secondary,Urban,Highes
       16 78,78,391452,6,1,16,15,1,1,1,0,0,0,Secondary,Urban,Highes
       16 79,79,391452,5,0,16,15,1,1,1,0,3,0,Secondary,Urban,Highes
       16 82,82,391452,4,1,16,15,1,0,1,0,3,0,Higher_than,Urban,Highes
       16 86,86,391452,3,0,16,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       16131,131,391452,4,1,16,15,1,1,1,0,2,0,Higher_than,Urban,Highes
       16137,137,391452,6,1,16,15,1,1,1,1,3,0,Primary,Urban,Highes
       16138,138,391452,5,0,16,15,1,1,0,0,1,0,Higher_than,Urban,Highes
       16142,142,391452,1,0,16,15,1,1,1,0,0,0,Secondary,Urban,Highes
       16152,152,391452,3,1,16,15,1,1,1,0,0,0,Secondary,Urban,Highes
       16170,170,391452,1,0,16,15,1,1,1,0,0,0,Primary,Urban,Highes
       16171,171,391452,4,1,16,15,1,1,1,0,2,0,Secondary,Urban,Highes
       16183,183,391452,3,0,16,15,1,1,1,0,2,0,Secondary,Urban,Highes
       16194,194,391452,3,1,16,15,1,1,1,0,2,0,Secondary,Urban,Highes
       16200,200,391452,1,0,16,15,1,1,0,0,1,0,Secondary,Urban,Highes
       17  3,3,364853,6,1,17,14,7,0,0,0,2,0,Primary,Rural,Lowest
       17  8,8,364853,13,3,17,14,7,0,0,0,3,0,Primary,Rural,Second
       17 13,13,364853,4,2,17,14,7,0,0,0,3,0,Primary,Rural,Second
       17 14,14,364853,5,1,17,14,7,0,0,0,2,0,Primary,Rural,Second
       17 22,22,364853,4,1,17,14,7,0,0,0,2,0,Primary,Rural,Second
       17 37,37,364853,10,1,17,14,7,0,1,1,3,0,Secondary,Rural,Middle
       17 48,48,364853,5,1,17,14,7,0,1,1,1,0,Primary,Rural,Fourth
       17 59,59,364853,7,2,17,14,7,0,1,0,1,0,Primary,Rural,Lowest
       17 69,69,364853,4,1,17,14,7,0,1,0,2,0,Primary,Rural,Lowest
       17 80,80,364853,3,1,17,14,7,0,0,0,2,0,Primary,Rural,Second
